question_clean,answer_clean,category,keywords
シミ取りレーザーの後にHARGはどのくらいあけますか／シミ取りレーザーの後にHARGはいつ受けられますか,シミ取りレーザーの後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,あける,いつ,シミ取りレーザー,施術間隔,次の施術,間隔"
ADM/ピコレーザの後にHARGはどのくらいあけますか／ADM/ピコレーザの後にHARGはいつ受けられますか,ADM/ピコレーザの後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"ADM,HARG,あける,いつ,ピコレーザ,施術間隔,次の施術,間隔"
ADM/ナノレーザーの後にHARGはどのくらいあけますか／ADM/ナノレーザーの後にHARGはいつ受けられますか,ADM/ナノレーザーの後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"ADM,HARG,あける,いつ,ナノレーザー,施術間隔,次の施術,間隔"
レーザートーニングの後にHARGはどのくらいあけますか／レーザートーニングの後にHARGはいつ受けられますか,レーザートーニングの後にHARG（別の部位）を受ける場合、翌日あけてください。 ※トーニングは1〜5回目は週1回、6回目以降は月1回が目安です,施術間隔,"HARG,あける,いつ,レーザートーニング,施術間隔,次の施術,間隔"
ピコトーニングの後にHARGはどのくらいあけますか／ピコトーニングの後にHARGはいつ受けられますか,ピコトーニングの後にHARG（別の部位）を受ける場合、翌日あけてください。 ※トーニングは1〜5回目は週1回、6回目以降は月1回が目安です,施術間隔,"HARG,あける,いつ,ピコトーニング,施術間隔,次の施術,間隔"
ピコフラクショナルの後にHARGはどのくらいあけますか／ピコフラクショナルの後にHARGはいつ受けられますか,ピコフラクショナルの後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,あける,いつ,ピコフラクショナル,施術間隔,次の施術,間隔"
そばかすシャワーの後にHARGはどのくらいあけますか／そばかすシャワーの後にHARGはいつ受けられますか,そばかすシャワーの後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,あける,いつ,そばかすシャワー,施術間隔,次の施術,間隔"
そばかすスポットの後にHARGはどのくらいあけますか／そばかすスポットの後にHARGはいつ受けられますか,そばかすスポットの後にHARG（別の部位）を受ける場合、翌日あけてください。 ※取り残しは3週間以内、それ以外は3ヶ月以上あけます,施術間隔,"HARG,あける,いつ,そばかすスポット,施術間隔,次の施術,間隔"
フォト/光治療の後にHARGはどのくらいあけますか／フォト/光治療の後にHARGはいつ受けられますか,フォト/光治療の後にHARG（別の部位）を受ける場合、翌日あけてください。 ※フォト/光治療は赤ら顔も含め4週間。4〜5回で1クール、1クール後は3ヶ月あけます,施術間隔,"HARG,あける,いつ,フォト,光治療,施術間隔,次の施術,間隔"
赤み治療の後にHARGはどのくらいあけますか／赤み治療の後にHARGはいつ受けられますか,赤み治療の後にHARGを受ける場合、赤み治療の治療完了後2週間あけてください。,施術間隔,"HARG,あける,いつ,施術間隔,次の施術,赤み治療,間隔"
ボトックスの後にHARGはどのくらいあけますか／ボトックスの後にHARGはいつ受けられますか,ボトックスの後にHARG（別の部位）を受ける場合、翌日あけてください。 ※ボトックスはきっちり4ヶ月（マイクロボトックスは3ヶ月）あけます。追加注入は医師の判断によります,施術間隔,"HARG,あける,いつ,ボトックス,施術間隔,次の施術,間隔"
ボトックス（マイクロ）の後にHARGはどのくらいあけますか／ボトックス（マイクロ）の後にHARGはいつ受けられますか,ボトックス（マイクロ）の後にHARG（別の部位）を受ける場合、翌日あけてください。 ※ボトックスはきっちり4ヶ月（マイクロボトックスは3ヶ月）あけます。追加注入は医師の判断によります,施術間隔,"HARG,あける,いつ,ボトックス,ボトックス（マイクロ）,施術間隔,次の施術,間隔"
テノールネオの後にHARGはどのくらいあけますか／テノールネオの後にHARGはいつ受けられますか,テノールネオの後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,あける,いつ,テノールネオ,施術間隔,次の施術,間隔"
フラルスキン（トレチ）の後にHARGはどのくらいあけますか／フラルスキン（トレチ）の後にHARGはいつ受けられますか,フラルスキン（トレチ）の後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,あける,いつ,フラルスキン,フラルスキン（トレチ）,施術間隔,次の施術,間隔"
部分シミ（トレチ）の後にHARGはどのくらいあけますか／部分シミ（トレチ）の後にHARGはいつ受けられますか,部分シミ（トレチ）の後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,あける,いつ,施術間隔,次の施術,部分シミ,部分シミ（トレチ）,間隔"
mikoメソッドの後にHARGはどのくらいあけますか／mikoメソッドの後にHARGはいつ受けられますか,mikoメソッドの後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,mikoメソッド,あける,いつ,施術間隔,次の施術,間隔"
ほくろ切除/ほくろ除去の後にHARGはどのくらいあけますか／ほくろ切除/ほくろ除去の後にHARGはいつ受けられますか,ほくろ切除/ほくろ除去の後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,あける,いつ,ほくろ切除,ほくろ除去,施術間隔,次の施術,間隔"
ボライトの後にHARGはどのくらいあけますか／ボライトの後にHARGはいつ受けられますか,ボライトの後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,あける,いつ,ボライト,施術間隔,次の施術,間隔"
稗粒腫の後にHARGはどのくらいあけますか／稗粒腫の後にHARGはいつ受けられますか,稗粒腫の後にHARG（同じ部位）を受ける場合、1週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"HARG,あける,いつ,施術間隔,次の施術,稗粒腫,間隔"
ヴェルヴェットスキンの後にHARGはどのくらいあけますか／ヴェルヴェットスキンの後にHARGはいつ受けられますか,ヴェルヴェットスキンの後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,あける,いつ,ヴェルヴェットスキン,施術間隔,次の施術,間隔"
ダーマペンの後にHARGはどのくらいあけますか／ダーマペンの後にHARGはいつ受けられますか,ダーマペンの後にHARG（別の部位）を受ける場合、翌日あけてください。 ※ダーマペンは基本4週間ですが、出血状況により医師の指示に従います,施術間隔,"HARG,あける,いつ,ダーマペン,施術間隔,次の施術,間隔"
HARGの後にHARGはどのくらいあけますか／HARGの後にHARGはいつ受けられますか,HARGの後にHARG（同じ部位）を受ける場合、4週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"HARG,あける,いつ,施術間隔,次の施術,間隔"
スカルプ・プラセンタエッセンスの後にHARGはどのくらいあけますか／スカルプ・プラセンタエッセンスの後にHARGはいつ受けられますか,スカルプ・プラセンタエッセンスの後にHARG（同じ部位）を受ける場合、1週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"HARG,あける,いつ,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
コラーゲンピールの後にHARGはどのくらいあけますか／コラーゲンピールの後にHARGはいつ受けられますか,コラーゲンピールの後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,あける,いつ,コラーゲンピール,施術間隔,次の施術,間隔"
サーマクールの後にHARGはどのくらいあけますか／サーマクールの後にHARGはいつ受けられますか,サーマクールの後にHARG（別の部位）を受ける場合、翌日あけてください。 ※サーマクールはきっちり6ヶ月あけます,施術間隔,"HARG,あける,いつ,サーマクール,施術間隔,次の施術,間隔"
ミラドライの後にHARGはどのくらいあけますか／ミラドライの後にHARGはいつ受けられますか,ミラドライの後にHARG（別の部位）を受ける場合、翌日あけてください。,施術間隔,"HARG,あける,いつ,ミラドライ,施術間隔,次の施術,間隔"
脱毛の後にHARGはどのくらいあけますか／脱毛の後にHARGはいつ受けられますか,脱毛の後にHARG（別の部位）を受ける場合、翌日あけてください。 ※脱毛は1回目→2回目が4週間、2回目以降は8週間（男性のひげは回数にかかわらず2週間）。他院・家庭用脱毛器・毛抜き後は8週間あけます,施術間隔,"HARG,あける,いつ,施術間隔,次の施術,脱毛,間隔"
タトゥーの後にHARGはどのくらいあけますか／タトゥーの後にHARGはいつ受けられますか,タトゥーの後にHARG（同じ部位）を受ける場合、同部位3ヶ月あけてください。別の部位であれば同日に受けられます。,施術間隔,"HARG,あける,いつ,タトゥー,施術間隔,次の施術,間隔"
アートメイクの後にHARGはどのくらいあけますか／アートメイクの後にHARGはいつ受けられますか,アートメイクの後にHARG（同じ部位）を受ける場合、2週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"HARG,あける,いつ,アートメイク,施術間隔,次の施術,間隔"
ケミカルピーリングの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ケミカルピーリングの後にスカルプ・プラセンタエッセンスはいつ受けられますか,ケミカルピーリングの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。 ※ピーリングは顔4週間（医師指示で2週間の場合あり）・背中3週間・その他2週間,施術間隔,"あける,いつ,ケミカルピーリング,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
スマートサイドドット（2回目以降）の後にスカルプ・プラセンタエッセンスはどのくらいあけますか／スマートサイドドット（2回目以降）の後にスカルプ・プラセンタエッセンスはいつ受けられますか,スマートサイドドット（2回目以降）の後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,スマートサイドドット,スマートサイドドット（2回目以降）,施術間隔,次の施術,間隔"
スマートサイドドット（初回）の後にスカルプ・プラセンタエッセンスはどのくらいあけますか／スマートサイドドット（初回）の後にスカルプ・プラセンタエッセンスはいつ受けられますか,スマートサイドドット（初回）の後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,スマートサイドドット,スマートサイドドット（初回）,施術間隔,次の施術,間隔"
イボレーザー/CO2レーザーの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／イボレーザー/CO2レーザーの後にスカルプ・プラセンタエッセンスはいつ受けられますか,イボレーザー/CO2レーザーの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。 ※CO2は初回治療は4週間あけます（色素沈着・傷跡の確認のため）,施術間隔,"CO2レーザー,あける,いつ,イボレーザー,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
シミ取りレーザーの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／シミ取りレーザーの後にスカルプ・プラセンタエッセンスはいつ受けられますか,シミ取りレーザーの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,シミ取りレーザー,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
ADM/ピコレーザの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ADM/ピコレーザの後にスカルプ・プラセンタエッセンスはいつ受けられますか,ADM/ピコレーザの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"ADM,あける,いつ,スカルプ・プラセンタエッセンス,ピコレーザ,施術間隔,次の施術,間隔"
ADM/ナノレーザーの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ADM/ナノレーザーの後にスカルプ・プラセンタエッセンスはいつ受けられますか,ADM/ナノレーザーの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"ADM,あける,いつ,スカルプ・プラセンタエッセンス,ナノレーザー,施術間隔,次の施術,間隔"
レーザートーニングの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／レーザートーニングの後にスカルプ・プラセンタエッセンスはいつ受けられますか,レーザートーニングの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。 ※トーニングは1〜5回目は週1回、6回目以降は月1回が目安です,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,レーザートーニング,施術間隔,次の施術,間隔"
ピコトーニングの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ピコトーニングの後にスカルプ・プラセンタエッセンスはいつ受けられますか,ピコトーニングの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。 ※トーニングは1〜5回目は週1回、6回目以降は月1回が目安です,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,ピコトーニング,施術間隔,次の施術,間隔"
ピコフラクショナルの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ピコフラクショナルの後にスカルプ・プラセンタエッセンスはいつ受けられますか,ピコフラクショナルの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,ピコフラクショナル,施術間隔,次の施術,間隔"
そばかすシャワーの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／そばかすシャワーの後にスカルプ・プラセンタエッセンスはいつ受けられますか,そばかすシャワーの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,そばかすシャワー,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
そばかすスポットの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／そばかすスポットの後にスカルプ・プラセンタエッセンスはいつ受けられますか,そばかすスポットの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。 ※取り残しは3週間以内、それ以外は3ヶ月以上あけます,施術間隔,"あける,いつ,そばかすスポット,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
フォト/光治療の後にスカルプ・プラセンタエッセンスはどのくらいあけますか／フォト/光治療の後にスカルプ・プラセンタエッセンスはいつ受けられますか,フォト/光治療の後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。 ※フォト/光治療は赤ら顔も含め4週間。4〜5回で1クール、1クール後は3ヶ月あけます,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,フォト,光治療,施術間隔,次の施術,間隔"
赤み治療の後にスカルプ・プラセンタエッセンスはどのくらいあけますか／赤み治療の後にスカルプ・プラセンタエッセンスはいつ受けられますか,赤み治療の後にスカルプ・プラセンタエッセンスを受ける場合、赤み治療の治療完了後2週間あけてください。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,施術間隔,次の施術,赤み治療,間隔"
ボトックスの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ボトックスの後にスカルプ・プラセンタエッセンスはいつ受けられますか,ボトックスの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。 ※ボトックスはきっちり4ヶ月（マイクロボトックスは3ヶ月）あけます。追加注入は医師の判断によります,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,ボトックス,施術間隔,次の施術,間隔"
ボトックス（マイクロ）の後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ボトックス（マイクロ）の後にスカルプ・プラセンタエッセンスはいつ受けられますか,ボトックス（マイクロ）の後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。 ※ボトックスはきっちり4ヶ月（マイクロボトックスは3ヶ月）あけます。追加注入は医師の判断によります,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,ボトックス,ボトックス（マイクロ）,施術間隔,次の施術,間隔"
テノールネオの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／テノールネオの後にスカルプ・プラセンタエッセンスはいつ受けられますか,テノールネオの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,テノールネオ,施術間隔,次の施術,間隔"
フラルスキン（トレチ）の後にスカルプ・プラセンタエッセンスはどのくらいあけますか／フラルスキン（トレチ）の後にスカルプ・プラセンタエッセンスはいつ受けられますか,フラルスキン（トレチ）の後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,フラルスキン,フラルスキン（トレチ）,施術間隔,次の施術,間隔"
部分シミ（トレチ）の後にスカルプ・プラセンタエッセンスはどのくらいあけますか／部分シミ（トレチ）の後にスカルプ・プラセンタエッセンスはいつ受けられますか,部分シミ（トレチ）の後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,施術間隔,次の施術,部分シミ,部分シミ（トレチ）,間隔"
mikoメソッドの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／mikoメソッドの後にスカルプ・プラセンタエッセンスはいつ受けられますか,mikoメソッドの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"mikoメソッド,あける,いつ,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
ほくろ切除/ほくろ除去の後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ほくろ切除/ほくろ除去の後にスカルプ・プラセンタエッセンスはいつ受けられますか,ほくろ切除/ほくろ除去の後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,ほくろ切除,ほくろ除去,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
ボライトの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ボライトの後にスカルプ・プラセンタエッセンスはいつ受けられますか,ボライトの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,ボライト,施術間隔,次の施術,間隔"
稗粒腫の後にスカルプ・プラセンタエッセンスはどのくらいあけますか／稗粒腫の後にスカルプ・プラセンタエッセンスはいつ受けられますか,稗粒腫の後にスカルプ・プラセンタエッセンス（同じ部位）を受ける場合、1週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,施術間隔,次の施術,稗粒腫,間隔"
ヴェルヴェットスキンの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ヴェルヴェットスキンの後にスカルプ・プラセンタエッセンスはいつ受けられますか,ヴェルヴェットスキンの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,ヴェルヴェットスキン,施術間隔,次の施術,間隔"
ダーマペンの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ダーマペンの後にスカルプ・プラセンタエッセンスはいつ受けられますか,ダーマペンの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。 ※ダーマペンは基本4週間ですが、出血状況により医師の指示に従います,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,ダーマペン,施術間隔,次の施術,間隔"
HARGの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／HARGの後にスカルプ・プラセンタエッセンスはいつ受けられますか,HARGの後にスカルプ・プラセンタエッセンス（同じ部位）を受ける場合、1週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"HARG,あける,いつ,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
スカルプ・プラセンタエッセンスの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／スカルプ・プラセンタエッセンスの後にスカルプ・プラセンタエッセンスはいつ受けられますか,スカルプ・プラセンタエッセンスの後にスカルプ・プラセンタエッセンス（同じ部位）を受ける場合、1週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
コラーゲンピールの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／コラーゲンピールの後にスカルプ・プラセンタエッセンスはいつ受けられますか,コラーゲンピールの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,コラーゲンピール,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
サーマクールの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／サーマクールの後にスカルプ・プラセンタエッセンスはいつ受けられますか,サーマクールの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。 ※サーマクールはきっちり6ヶ月あけます,施術間隔,"あける,いつ,サーマクール,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
ミラドライの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／ミラドライの後にスカルプ・プラセンタエッセンスはいつ受けられますか,ミラドライの後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,ミラドライ,施術間隔,次の施術,間隔"
脱毛の後にスカルプ・プラセンタエッセンスはどのくらいあけますか／脱毛の後にスカルプ・プラセンタエッセンスはいつ受けられますか,脱毛の後にスカルプ・プラセンタエッセンス（別の部位）を受ける場合、翌日あけてください。 ※脱毛は1回目→2回目が4週間、2回目以降は8週間（男性のひげは回数にかかわらず2週間）。他院・家庭用脱毛器・毛抜き後は8週間あけます,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,施術間隔,次の施術,脱毛,間隔"
タトゥーの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／タトゥーの後にスカルプ・プラセンタエッセンスはいつ受けられますか,タトゥーの後にスカルプ・プラセンタエッセンス（同じ部位）を受ける場合、同部位3ヶ月あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,スカルプ・プラセンタエッセンス,タトゥー,施術間隔,次の施術,間隔"
アートメイクの後にスカルプ・プラセンタエッセンスはどのくらいあけますか／アートメイクの後にスカルプ・プラセンタエッセンスはいつ受けられますか,アートメイクの後にスカルプ・プラセンタエッセンス（同じ部位）を受ける場合、2週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,アートメイク,スカルプ・プラセンタエッセンス,施術間隔,次の施術,間隔"
ハイドラジェントルの後にコラーゲンピールはどのくらいあけますか／ハイドラジェントルの後にコラーゲンピールはいつ受けられますか,ハイドラジェントルの後にコラーゲンピールを受ける場合、同日に受けられます。 ※面の治療との併用は初回は同日不可（2回目以降は同日可、ハイドラ先）。局所治療との併用は初回から同日可,施術間隔,"あける,いつ,コラーゲンピール,ハイドラジェントル,施術間隔,次の施術,間隔"
ケミカルピーリングの後にコラーゲンピールはどのくらいあけますか／ケミカルピーリングの後にコラーゲンピールはいつ受けられますか,ケミカルピーリングの後にコラーゲンピール（同じ部位）を受ける場合、3週間あけてください。別の部位であれば同日に受けられます。 ※ピーリングは顔4週間（医師指示で2週間の場合あり）・背中3週間・その他2週間,施術間隔,"あける,いつ,ケミカルピーリング,コラーゲンピール,施術間隔,次の施術,間隔"
スマートサイドドット（2回目以降）の後にコラーゲンピールはどのくらいあけますか／スマートサイドドット（2回目以降）の後にコラーゲンピールはいつ受けられますか,スマートサイドドット（2回目以降）の後にコラーゲンピール（同じ部位）を受ける場合、4週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,コラーゲンピール,スマートサイドドット,スマートサイドドット（2回目以降）,施術間隔,次の施術,間隔"
スマートサイドドット（初回）の後にコラーゲンピールはどのくらいあけますか／スマートサイドドット（初回）の後にコラーゲンピールはいつ受けられますか,スマートサイドドット（初回）の後にコラーゲンピール（同じ部位）を受ける場合、3週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,コラーゲンピール,スマートサイドドット,スマートサイドドット（初回）,施術間隔,次の施術,間隔"
イボレーザー/CO2レーザーの後にコラーゲンピールはどのくらいあけますか／イボレーザー/CO2レーザーの後にコラーゲンピールはいつ受けられますか,イボレーザー/CO2レーザーの後にコラーゲンピール（同じ部位）を受ける場合、4週間あけてください。別の部位であれば同日に受けられます。 ※CO2は初回治療は4週間あけます（色素沈着・傷跡の確認のため）,施術間隔,"CO2レーザー,あける,いつ,イボレーザー,コラーゲンピール,施術間隔,次の施術,間隔"
シミ取りレーザーの後にコラーゲンピールはどのくらいあけますか／シミ取りレーザーの後にコラーゲンピールはいつ受けられますか,シミ取りレーザーの後にコラーゲンピール（同じ部位）を受ける場合、4週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,コラーゲンピール,シミ取りレーザー,施術間隔,次の施術,間隔"
ADM/ピコレーザの後にコラーゲンピールはどのくらいあけますか／ADM/ピコレーザの後にコラーゲンピールはいつ受けられますか,ADM/ピコレーザの後にコラーゲンピールを受ける場合、ADM/ピコレーザの治療完了後4週間あけてください。,施術間隔,"ADM,あける,いつ,コラーゲンピール,ピコレーザ,施術間隔,次の施術,間隔"
ADM/ナノレーザーの後にコラーゲンピールはどのくらいあけますか／ADM/ナノレーザーの後にコラーゲンピールはいつ受けられますか,ADM/ナノレーザーの後にコラーゲンピールを受ける場合、ADM/ナノレーザーの治療完了後4週間あけてください。,施術間隔,"ADM,あける,いつ,コラーゲンピール,ナノレーザー,施術間隔,次の施術,間隔"
レーザートーニングの後にコラーゲンピールはどのくらいあけますか／レーザートーニングの後にコラーゲンピールはいつ受けられますか,レーザートーニングの後にコラーゲンピール（同じ部位）を受ける場合、1週間あけてください。別の部位であれば同日に受けられます。 ※トーニングは1〜5回目は週1回、6回目以降は月1回が目安です,施術間隔,"あける,いつ,コラーゲンピール,レーザートーニング,施術間隔,次の施術,間隔"
ピコトーニングの後にコラーゲンピールはどのくらいあけますか／ピコトーニングの後にコラーゲンピールはいつ受けられますか,ピコトーニングの後にコラーゲンピール（同じ部位）を受ける場合、2週間あけてください。別の部位であれば同日に受けられます。 ※トーニングは1〜5回目は週1回、6回目以降は月1回が目安です,施術間隔,"あける,いつ,コラーゲンピール,ピコトーニング,施術間隔,次の施術,間隔"
ピコフラクショナルの後にコラーゲンピールはどのくらいあけますか／ピコフラクショナルの後にコラーゲンピールはいつ受けられますか,ピコフラクショナルの後にコラーゲンピール（同じ部位）を受ける場合、4週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,コラーゲンピール,ピコフラクショナル,施術間隔,次の施術,間隔"
そばかすシャワーの後にコラーゲンピールはどのくらいあけますか／そばかすシャワーの後にコラーゲンピールはいつ受けられますか,そばかすシャワーの後にコラーゲンピール（同じ部位）を受ける場合、4週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,そばかすシャワー,コラーゲンピール,施術間隔,次の施術,間隔"
そばかすスポットの後にコラーゲンピールはどのくらいあけますか／そばかすスポットの後にコラーゲンピールはいつ受けられますか,そばかすスポットの後にコラーゲンピール（同じ部位）を受ける場合、4週間あけてください。別の部位であれば同日に受けられます。 ※取り残しは3週間以内、それ以外は3ヶ月以上あけます,施術間隔,"あける,いつ,そばかすスポット,コラーゲンピール,施術間隔,次の施術,間隔"
フォト/光治療の後にコラーゲンピールはどのくらいあけますか／フォト/光治療の後にコラーゲンピールはいつ受けられますか,フォト/光治療の後にコラーゲンピール（同じ部位）を受ける場合、1週間あけてください。別の部位であれば同日に受けられます。 ※フォト/光治療は赤ら顔も含め4週間。4〜5回で1クール、1クール後は3ヶ月あけます,施術間隔,"あける,いつ,コラーゲンピール,フォト,光治療,施術間隔,次の施術,間隔"
赤み治療の後にコラーゲンピールはどのくらいあけますか／赤み治療の後にコラーゲンピールはいつ受けられますか,赤み治療の後にコラーゲンピールを受ける場合、赤み治療の治療完了後2週間あけてください。,施術間隔,"あける,いつ,コラーゲンピール,施術間隔,次の施術,赤み治療,間隔"
ボトックスの後にコラーゲンピールはどのくらいあけますか／ボトックスの後にコラーゲンピールはいつ受けられますか,ボトックスの後にコラーゲンピール（同じ部位）を受ける場合、2週間あけてください。別の部位であれば同日に受けられます。 ※ボトックスはきっちり4ヶ月（マイクロボトックスは3ヶ月）あけます。追加注入は医師の判断によります,施術間隔,"あける,いつ,コラーゲンピール,ボトックス,施術間隔,次の施術,間隔"
ボトックス（マイクロ）の後にコラーゲンピールはどのくらいあけますか／ボトックス（マイクロ）の後にコラーゲンピールはいつ受けられますか,ボトックス（マイクロ）の後にコラーゲンピール（同じ部位）を受ける場合、2週間あけてください。別の部位であれば同日に受けられます。 ※ボトックスはきっちり4ヶ月（マイクロボトックスは3ヶ月）あけます。追加注入は医師の判断によります,施術間隔,"あける,いつ,コラーゲンピール,ボトックス,ボトックス（マイクロ）,施術間隔,次の施術,間隔"
